상호명,상권업종소분류명,시도명,시군구명,위도,경도,좌석 수,1인 좌석 수,콘센트 ,와이파이 속도
빽다방제주법조,카페,제주특별자치도,제주시,33.49459457,126.5343205,16,5,6,65mbps
사슴카페,카페,제주특별자치도,제주시,33.49601642,126.6579897,44,14,37,89mbps
아구아비바,카페,제주특별자치도,제주시,33.53726746,126.618886,50,10,33,57mbps
메가엠지씨커피제주애월항점,카페,제주특별자치도,제주시,33.46445838,126.3205026,14,2,11,125mbps
메종메르미누,카페,제주특별자치도,서귀포시,33.27110706,126.2029952,16,3,5,50mbps
심풀그리고잇닿다,카페,제주특별자치도,제주시,33.51341004,126.6334026,38,9,22,63mbps
카페요아정제주삼화점,카페,제주특별자치도,제주시,33.51561842,126.5766805,36,12,35,91mbps
요미그릭,카페,제주특별자치도,제주시,33.49264036,126.4331493,36,18,24,118mbps
메고지고떡창고외도우정점,카페,제주특별자치도,제주시,33.48608832,126.4317287,16,4,0,110mbps
어니스크,카페,제주특별자치도,제주시,33.49113905,126.4793426,47,11,35,116mbps
카페요아정제주외도점,카페,제주특별자치도,제주시,33.48736384,126.4306982,37,18,30,87mbps
달롱도르제주,카페,제주특별자치도,제주시,33.5078326,126.5398569,10,3,2,101mbps
스타벅스,카페,제주특별자치도,제주시,33.45810482,126.3111728,31,10,18,65mbps
선흘리2085,카페,제주특별자치도,제주시,33.48685706,126.7001079,28,7,15,90mbps
빽다방한라대점,카페,제주특별자치도,제주시,33.47650147,126.4782145,34,17,30,59mbps
오커스트,카페,제주특별자치도,제주시,33.5088896,126.5260751,44,11,31,138mbps
초낭재,카페,제주특별자치도,서귀포시,33.31460143,126.8267723,46,11,33,113mbps
매듭커피,카페,제주특별자치도,제주시,33.49903731,126.5458975,35,8,25,98mbps
라라숲,카페,제주특별자치도,제주시,33.47409431,126.5495026,31,7,14,104mbps
청단풍,카페,제주특별자치도,제주시,33.50259258,126.541811,21,5,17,78mbps
책빵글라,카페,제주특별자치도,제주시,33.48369027,126.4986251,24,8,17,64mbps
심쿵사,카페,제주특별자치도,제주시,33.52003046,126.5646141,20,5,14,93mbps
파르다르,카페,제주특별자치도,서귀포시,33.24109408,126.5169029,34,17,20,112mbps
골목커피,카페,제주특별자치도,제주시,33.48525737,126.4872001,28,9,27,76mbps
백억커피제주,카페,제주특별자치도,제주시,33.50000314,126.5292874,48,12,39,80mbps
트리플에이제주신,카페,제주특별자치도,서귀포시,33.24614524,126.5244507,14,4,6,114mbps
봄봄,카페,제주특별자치도,서귀포시,33.25276319,126.5036824,45,22,45,94mbps
카페아나소라,카페,제주특별자치도,제주시,33.49187532,126.6736841,48,16,29,91mbps
헤이피피,카페,제주특별자치도,제주시,33.36492475,126.19982,30,6,18,102mbps
더벤티제주김녕점,카페,제주특별자치도,제주시,33.55468038,126.7513035,22,5,18,136mbps
포투이어스,카페,제주특별자치도,제주시,33.48719731,126.4810663,42,14,22,119mbps
몽라브,카페,제주특별자치도,제주시,33.46683609,126.5276058,12,4,3,53mbps
카페오션,카페,제주특별자치도,서귀포시,33.24589446,126.4129758,13,3,6,123mbps
하로헌,카페,제주특별자치도,제주시,33.51178307,126.6738569,34,17,29,98mbps
즈물,카페,제주특별자치도,제주시,33.30856867,126.2508345,26,13,9,99mbps
연호제카페,카페,제주특별자치도,제주시,33.51622803,126.5306742,17,4,4,102mbps
하니하니,카페,제주특별자치도,제주시,33.55806866,126.754966,10,3,9,94mbps
카페마요피,카페,제주특별자치도,제주시,33.52442393,126.8884457,46,23,36,128mbps
카페밀리,카페,제주특별자치도,제주시,33.5063764,126.6180852,17,4,7,76mbps
비씨디,카페,제주특별자치도,제주시,33.48150367,126.4908265,28,5,23,64mbps
플라잉애월,카페,제주특별자치도,제주시,33.48550691,126.3818401,49,24,30,133mbps
오즈,카페,제주특별자치도,서귀포시,33.28416994,126.3001008,46,15,41,66mbps
커피러스트,카페,제주특별자치도,제주시,33.48275001,126.7464308,24,6,15,83mbps
메가엠지씨커피제주,카페,제주특별자치도,제주시,33.49160934,126.5929381,40,13,24,62mbps
람번트,카페,제주특별자치도,제주시,33.41472406,126.2601375,22,11,15,71mbps
무량제주,카페,제주특별자치도,서귀포시,33.27565723,126.6530873,47,15,38,112mbps
라이스웨더,카페,제주특별자치도,제주시,33.51388364,126.5353904,45,22,31,105mbps
힐링찻집,카페,제주특별자치도,제주시,33.46302231,126.7092044,22,7,4,130mbps
찻잔속에,카페,제주특별자치도,제주시,33.49284706,126.5371491,49,9,48,83mbps
냥다방,카페,제주특별자치도,제주시,33.46873906,126.3401877,39,9,35,101mbps
은빌레,카페,제주특별자치도,서귀포시,33.31174864,126.7167949,45,9,31,55mbps
신풍예가,카페,제주특별자치도,서귀포시,33.36105403,126.8339651,49,16,31,143mbps
읍천리382제주연동점,카페,제주특별자치도,제주시,33.48153659,126.4900624,47,11,28,119mbps
워크인커피바,카페,제주특별자치도,서귀포시,33.46382394,126.9345748,23,7,18,104mbps
빽다방제주한경면수월봉점,카페,제주특별자치도,제주시,33.29949664,126.1737269,42,14,26,125mbps
델리커시,카페,제주특별자치도,제주시,33.49310964,126.513894,23,4,6,117mbps
가상순커피,카페,제주특별자치도,제주시,33.4753257,126.545989,41,10,28,62mbps
빈투지,카페,제주특별자치도,제주시,33.51851878,126.5284875,27,6,7,145mbps
우누커피,카페,제주특별자치도,제주시,33.51344422,126.5408604,13,3,9,144mbps
우리다,카페,제주특별자치도,제주시,33.48720154,126.536738,33,8,20,98mbps
하몽휴게점,카페,제주특별자치도,서귀포시,33.21005903,126.2583784,22,4,8,142mbps
시온디저트카페,카페,제주특별자치도,제주시,33.49030771,126.4788957,35,17,27,71mbps
제이이에스로스터리,카페,제주특별자치도,서귀포시,33.2865042,126.7253574,42,10,36,65mbps
빔클라우드beamcloud,카페,제주특별자치도,제주시,33.44757162,126.3010282,20,5,9,62mbps
카페1930,카페,제주특별자치도,서귀포시,33.25476388,126.5609765,45,22,43,131mbps
공간서오,카페,제주특별자치도,제주시,33.45968744,126.7020623,12,6,1,134mbps
밈피,카페,제주특별자치도,제주시,33.31677239,126.2673234,50,10,38,104mbps
카페무물,카페,제주특별자치도,제주시,33.46655526,126.3381281,28,7,28,102mbps
포크,카페,제주특별자치도,제주시,33.40912789,126.2590777,43,14,28,147mbps
너리,카페,제주특별자치도,서귀포시,33.26756037,126.59075,14,7,14,123mbps
아그당,카페,제주특별자치도,제주시,33.51655478,126.521814,22,7,9,143mbps
러프라이프커피,카페,제주특별자치도,제주시,33.50076585,126.5307039,22,5,4,128mbps
억새타르트,카페,제주특별자치도,서귀포시,33.28684051,126.3282055,10,3,1,114mbps
한라빙,카페,제주특별자치도,서귀포시,33.25489859,126.5055805,13,4,6,95mbps
벌크커피추자점,카페,제주특별자치도,제주시,33.95870413,126.2977631,18,3,14,106mbps
카파드래곤제주점,카페,제주특별자치도,제주시,33.43876917,126.2957219,38,12,38,61mbps
달코미커피,카페,제주특별자치도,제주시,33.46011568,126.3112322,15,3,4,124mbps
요우르,카페,제주특별자치도,제주시,33.54930795,126.6541188,39,9,37,109mbps
모리커피서귀포,카페,제주특별자치도,서귀포시,33.25284039,126.5026947,28,7,10,103mbps
보테,카페,제주특별자치도,제주시,33.48751502,126.4794289,16,3,3,99mbps
부나커피,카페,제주특별자치도,제주시,33.50415219,126.525014,26,13,23,119mbps
컵비,카페,제주특별자치도,서귀포시,33.25283492,126.4339301,36,9,32,89mbps
더퍼즈플레이스,카페,제주특별자치도,제주시,33.44079898,126.3301184,27,6,27,98mbps
공차서귀포,카페,제주특별자치도,서귀포시,33.2554539,126.5069188,35,7,27,53mbps
에이바우트커피아라스위첸점,카페,제주특별자치도,제주시,33.47305119,126.5453123,44,8,30,127mbps
청담카페,카페,제주특별자치도,제주시,33.50879566,126.5227392,43,14,34,133mbps
더벤티제주아라점,카페,제주특별자치도,제주시,33.47735291,126.5431596,34,17,22,93mbps
나무밑,카페,제주특별자치도,서귀포시,33.24140237,126.6013335,30,7,10,110mbps
하와이안비치카페,카페,제주특별자치도,서귀포시,33.43516052,126.9174658,27,6,11,150mbps
영아리,카페,제주특별자치도,서귀포시,33.22671165,126.2987672,26,6,21,78mbps
포포파이하우스,카페,제주특별자치도,서귀포시,33.25004218,126.5617835,50,16,33,96mbps
카페던스페이스,카페,제주특별자치도,제주시,33.51951718,126.4936286,18,4,2,99mbps
네버마인드Nvrmnd,카페,제주특별자치도,제주시,33.48818442,126.5367758,42,8,36,149mbps
돈내코숲카페,카페,제주특별자치도,서귀포시,33.30445752,126.5701551,36,12,32,119mbps
요정,카페,제주특별자치도,제주시,33.40972565,126.2655979,48,24,45,85mbps
단델리온,카페,제주특별자치도,제주시,33.50431484,126.5181039,36,7,22,110mbps
오뜨미르,카페,제주특별자치도,제주시,33.4872582,126.5326167,12,2,3,84mbps
우호,카페,제주특별자치도,제주시,33.46479613,126.3196179,43,21,24,100mbps
제철과사람,카페,제주특별자치도,서귀포시,33.25246965,126.5753784,19,9,11,129mbps
카페수미,카페,제주특별자치도,서귀포시,33.3246543,126.8331427,27,5,23,77mbps
오븐런,카페,제주특별자치도,제주시,33.4923038,126.495003,45,9,26,105mbps
오띠모,카페,제주특별자치도,제주시,33.46425157,126.3272166,26,5,12,55mbps
미스유얼웨이즈,카페,제주특별자치도,제주시,33.5208086,126.8789348,34,6,20,68mbps
컴포즈커피,카페,제주특별자치도,서귀포시,33.24644534,126.5594193,39,19,36,117mbps
카페붐비지,카페,제주특별자치도,서귀포시,33.25032297,126.5621469,24,12,6,148mbps
삐삐아일랜드,카페,제주특별자치도,제주시,33.45907391,126.3521252,36,12,35,132mbps
비에스엠엘,카페,제주특별자치도,제주시,33.48168434,126.4843699,43,14,29,72mbps
이더리,카페,제주특별자치도,서귀포시,33.22787507,126.2690632,30,7,10,71mbps
카페몽몽,카페,제주특별자치도,제주시,33.49243921,126.4733843,46,9,39,110mbps
코히동시오리,카페,제주특별자치도,제주시,33.4833249,126.4714489,32,6,21,55mbps
메종봉주르,카페,제주특별자치도,서귀포시,33.25964146,126.3542237,30,15,29,62mbps
오라339,카페,제주특별자치도,제주시,33.48246224,126.5094238,45,9,37,125mbps
펍65,카페,제주특별자치도,제주시,33.51332616,126.5262662,13,4,3,140mbps
작은천국,카페,제주특별자치도,제주시,33.39883423,126.2445359,12,4,5,88mbps
브리즈101,카페,제주특별자치도,제주시,33.4637643,126.3221754,46,23,29,68mbps
소금,카페,제주특별자치도,서귀포시,33.28194633,126.7273469,22,5,14,92mbps
귤바테,카페,제주특별자치도,서귀포시,33.28161299,126.6298124,42,10,30,64mbps
송맛이야기,카페,제주특별자치도,서귀포시,33.25260124,126.5562549,49,9,32,74mbps
봄차한잔,카페,제주특별자치도,제주시,33.4805862,126.4137863,48,9,35,117mbps
싱싱프루츠삼화점,카페,제주특별자치도,제주시,33.51727139,126.5882865,50,16,47,138mbps
씨2떠블유2,카페,제주특별자치도,제주시,33.48159374,126.4864362,40,20,21,89mbps
아라댕댕,카페,제주특별자치도,제주시,33.4745663,126.5405384,19,9,0,135mbps
카페굿모닝,카페,제주특별자치도,제주시,33.49121404,126.5441414,20,6,7,113mbps
솔바르,카페,제주특별자치도,서귀포시,33.36406791,126.8658286,20,10,13,105mbps
레피스,카페,제주특별자치도,제주시,33.49776518,126.5456566,25,8,17,115mbps
이디야커피제주애월하나로마트점,카페,제주특별자치도,제주시,33.46042699,126.3219109,47,15,41,69mbps
컴포즈커피제주베라체점,카페,제주특별자치도,제주시,33.49220003,126.5425759,38,7,25,87mbps
곤트란쉐리에제주,카페,제주특별자치도,제주시,33.47054409,126.4851997,39,13,37,53mbps
빽다방빵연구소호텔더,카페,제주특별자치도,서귀포시,33.2595323,126.4064992,34,8,22,134mbps
모먼트이루다,카페,제주특별자치도,제주시,33.46998696,126.5431875,22,11,15,50mbps
메가엠지씨커피제주동광육,카페,제주특별자치도,서귀포시,33.31056357,126.3403079,42,10,35,81mbps
스타벅스,카페,제주특별자치도,제주시,33.34793548,126.3593199,23,11,20,133mbps
컴포즈커피제주대학교점,카페,제주특별자치도,제주시,33.46036145,126.5616533,10,2,10,131mbps
빽다방제주신비로점,카페,제주특별자치도,제주시,33.45008149,126.4860735,33,6,20,62mbps
카페라엘라,카페,제주특별자치도,제주시,33.48573986,126.4324196,50,16,50,108mbps
메가엠지씨커피제주저지점,카페,제주특별자치도,제주시,33.33309138,126.2567039,38,7,19,116mbps
무릉농원카페,카페,제주특별자치도,서귀포시,33.26428196,126.555026,33,8,21,146mbps
빽다방제주월정리점,카페,제주특별자치도,제주시,33.55586098,126.7953542,50,25,30,54mbps
컴포즈커피제주드림,카페,제주특별자치도,제주시,33.48424291,126.4817402,33,6,33,77mbps
투썸플레이스영어도시점,카페,제주특별자치도,서귀포시,33.28072702,126.278241,18,9,1,150mbps
메가엠지씨커피제주,카페,제주특별자치도,서귀포시,33.25160785,126.4239261,18,9,1,120mbps
카페위더스,카페,제주특별자치도,제주시,33.48084573,126.5019768,30,10,23,139mbps
컴포즈커피서귀포,카페,제주특별자치도,서귀포시,33.24642251,126.3301244,12,2,6,106mbps
카페그린,카페,제주특별자치도,서귀포시,33.24640383,126.5213483,38,9,23,66mbps
카미커피,카페,제주특별자치도,제주시,33.49726526,126.5300663,19,3,15,101mbps
카페묵담墨談,카페,제주특별자치도,제주시,33.3458311,126.2114137,34,11,27,55mbps
달오름,카페,제주특별자치도,서귀포시,33.24665428,126.5675733,42,8,30,117mbps
스타벅스,카페,제주특별자치도,서귀포시,33.22739455,126.2579532,17,5,6,57mbps
딜라이트,카페,제주특별자치도,제주시,33.46704245,126.5087899,19,6,11,96mbps
위카페제주한라,카페,제주특별자치도,제주시,33.49046755,126.4847806,36,7,18,127mbps
빽다방제주종합경,카페,제주특별자치도,제주시,33.49421881,126.5185687,25,5,20,56mbps
스타벅스,카페,제주특별자치도,제주시,33.4834169,126.4761287,11,2,7,53mbps
스타벅스,카페,제주특별자치도,제주시,33.50063108,126.5053288,15,7,7,73mbps
메가엠지씨커피서귀포감산점,카페,제주특별자치도,서귀포시,33.25972877,126.3571528,25,12,16,90mbps
스타벅스,카페,제주특별자치도,제주시,33.43553717,126.7313518,35,8,32,68mbps
나무사이로커피,카페,제주특별자치도,서귀포시,33.41349167,126.7524915,37,9,37,94mbps
스타벅스,카페,제주특별자치도,서귀포시,33.24826378,126.5637238,15,3,7,97mbps
스타벅스,카페,제주특별자치도,제주시,33.46330177,126.4509925,43,8,35,64mbps
스타벅스,카페,제주특별자치도,제주시,33.49097285,126.4741464,43,10,30,108mbps
찻집여백,카페,제주특별자치도,서귀포시,33.24227364,126.4452108,39,19,38,116mbps
무아,카페,제주특별자치도,제주시,33.49436497,126.5428766,30,15,27,114mbps
스타벅스,카페,제주특별자치도,서귀포시,33.28293738,126.7189169,22,7,11,60mbps
빵금소소금빵,카페,제주특별자치도,제주시,33.51821676,126.5771953,33,11,32,106mbps
스타벅스,카페,제주특별자치도,제주시,33.52299853,126.8530539,21,4,12,77mbps
스타벅스,카페,제주특별자치도,제주시,33.46892728,126.4844885,14,3,10,50mbps
카페인중독제주삼화점,카페,제주특별자치도,제주시,33.51783638,126.5793391,21,10,11,126mbps
중문다방,카페,제주특별자치도,서귀포시,33.25154612,126.4300967,40,10,31,57mbps
브리릭,카페,제주특별자치도,제주시,33.50937794,126.5217674,50,25,48,75mbps
망상,카페,제주특별자치도,제주시,33.51490159,126.528012,37,18,37,60mbps
데저트알씨,카페,제주특별자치도,제주시,33.48697456,126.5315207,25,12,20,105mbps
리타르스튜디오,카페,제주특별자치도,서귀포시,33.2583188,126.6221301,46,15,34,141mbps
원다방,카페,제주특별자치도,서귀포시,33.32429224,126.8321016,29,9,27,121mbps
카페게이트제주,카페,제주특별자치도,제주시,33.48951801,126.5389853,28,7,27,90mbps
카페요아정제주,카페,제주특별자치도,제주시,33.50656537,126.5409398,13,6,11,70mbps
롤스커피,카페,제주특별자치도,서귀포시,33.27689666,126.3608698,44,22,32,94mbps
기적회신,카페,제주특별자치도,제주시,33.50898787,126.5305734,25,8,11,150mbps
메라키카페,카페,제주특별자치도,제주시,33.49619287,126.4935815,28,14,25,131mbps
제주탱이점방,카페,제주특별자치도,서귀포시,33.25394474,126.563921,34,6,19,72mbps
하도리안,카페,제주특별자치도,제주시,33.5259876,126.892868,25,6,17,97mbps
선흘에서,카페,제주특별자치도,제주시,33.45835707,126.7037341,10,5,4,94mbps
백마베이크,카페,제주특별자치도,제주시,33.51025549,126.5202127,45,11,44,66mbps
별가게,카페,제주특별자치도,제주시,33.52134659,126.955382,24,6,17,66mbps
나와산,카페,제주특별자치도,제주시,33.48043261,126.6800642,37,9,34,138mbps
생각할때남녕,카페,제주특별자치도,제주시,33.48888986,126.4826379,16,8,4,70mbps
빽다방제주연동사장1길점,카페,제주특별자치도,제주시,33.485137,126.4908053,22,7,16,55mbps
제주트립티산지,카페,제주특별자치도,제주시,33.51509277,126.5284954,22,11,8,77mbps
베터플랫제주,카페,제주특별자치도,제주시,33.5182457,126.5230964,48,12,31,91mbps
바당앞카페,카페,제주특별자치도,제주시,33.52601502,126.5744123,25,5,15,117mbps
수집,카페,제주특별자치도,제주시,33.49486171,126.5431107,47,9,33,67mbps
카페인큐브,카페,제주특별자치도,제주시,33.45289819,126.5725541,26,5,19,60mbps
케케커피,카페,제주특별자치도,제주시,33.52933909,126.5923416,41,13,23,70mbps
봄봄제주서귀강정점,카페,제주특별자치도,서귀포시,33.23469788,126.4889143,40,13,21,120mbps
가이아띠어리,카페,제주특별자치도,서귀포시,33.45626228,126.9102929,15,7,3,127mbps
무이카,카페,제주특별자치도,제주시,33.48058078,126.4813424,32,16,31,58mbps
뿌리와열매,카페,제주특별자치도,제주시,33.4717943,126.7838579,50,16,43,53mbps
옛날카페,카페,제주특별자치도,제주시,33.5409425,126.667772,20,5,15,78mbps
시도,카페,제주특별자치도,제주시,33.48888555,126.4421585,37,12,36,100mbps
카페바당,카페,제주특별자치도,제주시,33.53849425,126.6340396,40,13,30,73mbps
오아시스80,카페,제주특별자치도,제주시,33.46300132,126.3097142,42,10,24,110mbps
카페브리프,카페,제주특별자치도,제주시,33.45834389,126.4156785,47,11,47,146mbps
포레스트제이카우셰드,카페,제주특별자치도,서귀포시,33.25540836,126.3311933,35,17,28,98mbps
빠빠라기,카페,제주특별자치도,제주시,33.50000314,126.5292874,32,6,20,63mbps
제주둥지,카페,제주특별자치도,제주시,33.40084444,126.2534187,43,8,35,55mbps
만남,카페,제주특별자치도,제주시,33.55702922,126.8099215,50,10,34,71mbps
오하이츄러스,카페,제주특별자치도,제주시,33.42583644,126.395822,10,2,2,119mbps
휘카,카페,제주특별자치도,제주시,33.51559656,126.5119169,24,6,21,121mbps
마이크로하비타트,카페,제주특별자치도,제주시,33.4178941,126.2640885,34,8,29,145mbps
청옥헌,카페,제주특별자치도,서귀포시,33.24941415,126.2720602,19,4,16,52mbps
공차제주,카페,제주특별자치도,제주시,33.51711699,126.5226505,14,7,6,74mbps
요거트가족,카페,제주특별자치도,제주시,33.49260528,126.4742764,17,3,9,137mbps
단풍정원,카페,제주특별자치도,제주시,33.49228283,126.4338296,39,7,25,74mbps
에이바우트커피인제점,카페,제주특별자치도,제주시,33.50499049,126.541723,28,7,8,99mbps
복고다방,카페,제주특별자치도,제주시,33.49260528,126.4742764,33,8,33,86mbps
빽다방제주,카페,제주특별자치도,제주시,33.49992688,126.5282009,45,9,40,52mbps
카페일리터제주,카페,제주특별자치도,제주시,33.47864425,126.4796433,46,9,44,141mbps
빽다방서귀포516로점,카페,제주특별자치도,서귀포시,33.29126884,126.5949337,35,8,17,118mbps
지니귤카페,카페,제주특별자치도,서귀포시,33.28734223,126.6662134,42,10,42,61mbps
잔물결시티로스터스,카페,제주특별자치도,제주시,33.48944261,126.4789977,26,5,24,62mbps
우프,카페,제주특별자치도,서귀포시,33.28046523,126.6319426,25,8,7,119mbps
카페제주웰컴,카페,제주특별자치도,제주시,33.48621789,126.4994068,46,15,38,73mbps
카페아이갓에브리씽제주헬스케어타운의료서비스,카페,제주특별자치도,서귀포시,33.28362907,126.5595868,11,2,4,97mbps
오프리르제주,카페,제주특별자치도,서귀포시,33.25012601,126.5625449,37,9,31,102mbps
휘당,카페,제주특별자치도,제주시,33.50434978,126.4973975,41,8,34,68mbps
리프트커피,카페,제주특별자치도,제주시,33.47568702,126.5486444,32,10,21,149mbps
설빙제주,카페,제주특별자치도,제주시,33.50703335,126.5407113,19,6,16,120mbps
오동다방,카페,제주특별자치도,제주시,33.50015555,126.5290606,50,16,31,124mbps
파스쿠찌제주도남점,카페,제주특별자치도,제주시,33.49590246,126.5273296,39,13,32,56mbps
용두암해수랜드2층매점,카페,제주특별자치도,제주시,33.51610776,126.5044227,19,9,3,62mbps
남원드림센터운영협의회,카페,제주특별자치도,서귀포시,33.2773233,126.716305,47,11,43,97mbps
텐퍼센트제주,카페,제주특별자치도,제주시,33.4924981,126.5354508,40,8,34,134mbps
평화다방,카페,제주특별자치도,제주시,33.50110763,126.5304868,49,16,48,51mbps
차마실,카페,제주특별자치도,제주시,33.48462451,126.4155237,42,21,35,132mbps
마르Marrr,카페,제주특별자치도,서귀포시,33.47180032,126.9149998,12,2,6,51mbps
잔잔히,카페,제주특별자치도,제주시,33.47355981,126.3620547,47,11,41,70mbps
숨비나리카페,카페,제주특별자치도,서귀포시,33.28210653,126.3484334,40,10,28,150mbps
커피룸,카페,제주특별자치도,제주시,33.55553743,126.7959795,11,2,9,126mbps
고븐달,카페,제주특별자치도,제주시,33.50143445,126.9694472,44,11,34,80mbps
그린마일커피(제,카페,제주특별자치도,제주시,33.44205041,126.3133108,11,2,5,76mbps
메가엠지씨커피제주광양,카페,제주특별자치도,제주시,33.50084739,126.5284327,21,4,12,140mbps
황제다방,카페,제주특별자치도,서귀포시,33.24741449,126.565799,14,4,3,60mbps
지앤엘제주양와당제주,카페,제주특별자치도,제주시,33.48107694,126.5241071,41,10,33,69mbps
와요커피제주아라점,카페,제주특별자치도,제주시,33.47752274,126.5501519,36,18,26,88mbps
카페낭뜰,카페,제주특별자치도,제주시,33.3566228,126.2985008,28,9,10,144mbps
아꼬왓,카페,제주특별자치도,제주시,33.45072807,126.3737408,37,7,27,149mbps
비밀역2,카페,제주특별자치도,서귀포시,33.24180148,126.3325952,27,13,9,117mbps
스키즈키샵,카페,제주특별자치도,제주시,33.51708177,126.5371278,34,8,34,119mbps
동수,카페,제주특별자치도,제주시,33.4866226,126.4903124,42,10,27,133mbps
안티코,카페,제주특별자치도,제주시,33.51206578,126.707652,40,13,35,136mbps
공터하우스,카페,제주특별자치도,제주시,33.50922039,126.516021,48,24,30,77mbps
카페요아정제주,카페,제주특별자치도,제주시,33.5421172,126.6653988,29,14,17,66mbps
카페봄봄서귀서광리점,카페,제주특별자치도,서귀포시,33.28590339,126.3333332,13,2,6,67mbps
스탠스커피,카페,제주특별자치도,제주시,33.49686136,126.5353307,35,7,28,134mbps
알프스제주,카페,제주특별자치도,서귀포시,33.39864166,126.8025492,41,20,38,118mbps
카페희스토리,카페,제주특별자치도,제주시,33.50509118,126.4676791,12,3,6,83mbps
카페인팜,카페,제주특별자치도,제주시,33.46766207,126.3565579,49,16,35,128mbps
돌셋,카페,제주특별자치도,서귀포시,33.21199468,126.291945,39,7,20,77mbps
일조카페,카페,제주특별자치도,제주시,33.52306572,126.8565307,38,12,18,86mbps
홍콩다방,카페,제주특별자치도,제주시,33.48777462,126.4898214,18,3,14,69mbps
근호다방,카페,제주특별자치도,서귀포시,33.44725832,126.9147333,31,7,16,85mbps
키라라,카페,제주특별자치도,제주시,33.49347157,126.5426553,19,3,14,144mbps
키아오라카페,카페,제주특별자치도,서귀포시,33.43430401,126.9048958,32,6,17,149mbps
여우다방,카페,제주특별자치도,제주시,33.52332566,126.855217,14,2,11,56mbps
카페하나로,카페,제주특별자치도,제주시,33.50378787,126.5531048,44,14,39,110mbps
햅브,카페,제주특별자치도,제주시,33.4723309,126.5480486,48,9,43,75mbps
윔블던,카페,제주특별자치도,제주시,33.49181335,126.4941235,17,8,14,122mbps
카페위드썸,카페,제주특별자치도,서귀포시,33.24602347,126.3347306,30,15,30,76mbps
귀빈다방,카페,제주특별자치도,서귀포시,33.24813312,126.5676197,20,10,10,108mbps
구둠,카페,제주특별자치도,제주시,33.40789666,126.2582281,41,13,35,87mbps
모모찌,카페,제주특별자치도,제주시,33.55639099,126.79419,17,3,6,91mbps
이런공간,카페,제주특별자치도,제주시,33.46543434,126.4013885,44,22,44,121mbps
모스트,카페,제주특별자치도,제주시,33.48374238,126.4871229,45,22,32,90mbps
제피로스,카페,제주특별자치도,제주시,33.31758726,126.1690138,12,3,6,137mbps
벨로씨,카페,제주특별자치도,서귀포시,33.47729671,126.8984688,27,5,8,109mbps
봄이카페,카페,제주특별자치도,제주시,33.42967084,126.4346236,31,10,20,117mbps
그디행복,카페,제주특별자치도,제주시,33.51141115,126.5300437,37,18,35,75mbps
아방호두과자어멍갤러리,카페,제주특별자치도,제주시,33.48685198,126.6500311,21,7,4,83mbps
바크모스,카페,제주특별자치도,제주시,33.38062888,126.3091407,14,4,8,94mbps
청사별곡,카페,제주특별자치도,제주시,33.48929881,126.523933,32,10,23,102mbps
타임센트,카페,제주특별자치도,제주시,33.4533208,126.3085433,16,4,7,89mbps
곰세기카페,카페,제주특별자치도,서귀포시,33.34214766,126.856205,11,2,8,50mbps
그래카페,카페,제주특별자치도,제주시,33.47168156,126.5357986,40,8,34,76mbps
팜앤카페살리다,카페,제주특별자치도,제주시,33.43674718,126.2703492,13,6,6,64mbps
플레이커피랩,카페,제주특별자치도,서귀포시,33.25206677,126.4237299,34,6,30,110mbps
카페트와,카페,제주특별자치도,서귀포시,33.45127741,126.9117393,16,8,6,116mbps
빽다방제주애월좋은마트점,카페,제주특별자치도,제주시,33.47099184,126.365871,25,5,23,122mbps
청양커피로스터리,카페,제주특별자치도,제주시,33.50034313,126.5309752,20,5,5,55mbps
취향의섬,카페,제주특별자치도,서귀포시,33.27438384,126.6898234,27,5,25,111mbps
카페연우,카페,제주특별자치도,제주시,33.29456045,126.167654,23,5,5,144mbps
스타벅스,카페,제주특별자치도,서귀포시,33.25541713,126.5777787,38,12,28,93mbps
에이바우트커피신제주점,카페,제주특별자치도,제주시,33.48170354,126.482487,20,5,20,111mbps
빽다방서귀포동홍,카페,제주특별자치도,서귀포시,33.25742255,126.5736051,29,7,29,144mbps
늘웃,카페,제주특별자치도,서귀포시,33.2148619,126.2731938,38,7,25,131mbps
돌염전소금커피,카페,제주특별자치도,제주시,33.48248426,126.3759763,21,4,2,129mbps
무히어Muhere,카페,제주특별자치도,서귀포시,33.26343233,126.6408147,10,5,9,109mbps
탄,카페,제주특별자치도,제주시,33.51499275,126.5259127,40,20,24,53mbps
까떼커피표선점,카페,제주특별자치도,서귀포시,33.32545084,126.8424314,50,12,31,100mbps
피노스커피,카페,제주특별자치도,제주시,33.48883778,126.4766771,39,9,28,123mbps
연동제이,카페,제주특별자치도,제주시,33.4883156,126.489829,23,11,20,77mbps
나우커피제주삼도점,카페,제주특별자치도,제주시,33.5002533,126.5239699,29,7,29,89mbps
동명동락,카페,제주특별자치도,제주시,33.39480258,126.2744941,17,5,2,52mbps
얼리버드커피하우스,카페,제주특별자치도,제주시,33.50253353,126.5284774,30,15,28,98mbps
정오의물결,카페,제주특별자치도,서귀포시,33.24480792,126.5166786,23,5,21,128mbps
선다방,카페,제주특별자치도,서귀포시,33.28016294,126.7200636,42,10,36,113mbps
코코,카페,제주특별자치도,제주시,33.49009068,126.4917662,36,7,20,108mbps
12월,카페,제주특별자치도,제주시,33.50953082,126.5895285,10,5,8,69mbps
